record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
trd-ja-0001,ＢＣＧプライシング戦略,ジャン＝マヌエル・イザレ; アーナブ・シンハ,ja,2025,東洋経済新報社,9784492558515,Securities & Investment Banking,Trading/Operations,practice,プライシング モデル,unknown,draft
trd-ja-0002,Q&A150　金融商品取引法ポイント解説,石塚洋之; 須田英明; 水越恭平,ja,2024,日経BP,,Securities & Investment Banking,Trading/Operations,practice,デリバティブ トレーディング,unknown,draft
trd-ja-0003,資本市場とリスク管理,藤井健司,ja,2024,日販アイ・ピー・エス株式会社,,Securities & Investment Banking,Trading/Operations,practice,リスク管理 デリバティブ,unknown,draft
trd-ja-0004,リスクパイオニア,Fouad Sabry,ja,2024,10億人の知識があります [Japanese],,Securities & Investment Banking,Trading/Operations,practice,リスク管理 デリバティブ,unknown,draft
trd-ja-0005,デリバティブの基本　この１冊ですべてわかる,田渕直也,ja,2022,日本実業出版社,,Securities & Investment Banking,Trading/Operations,practice,リスク管理 デリバティブ,unknown,draft
trd-ja-0006,先物市場の高勝率トレード,カーリー・ガーナー,ja,2019,Pan Rolling Inc,9784775972489,Securities & Investment Banking,Trading/Operations,practice,オプション トレーディング,unknown,draft
trd-ja-0007,商品先物取引法 平成29年度版（平成28年4月1日）,一般社団法人マルチバース,ja,2018,マルチバース,,Securities & Investment Banking,Trading/Operations,practice,先物 取引,unknown,draft
trd-ja-0008,入門　商品デリバティブ,宇佐美　洋; 小野里　光博,ja,2015,東洋経済新報社,9784492654736,Securities & Investment Banking,Trading/Operations,practice,リスク管理 デリバティブ,unknown,draft
trd-ja-0009,為替デリバティブ取引のトリック,佐藤哲寛,ja,2013,PHP研究所,9784569811819,Securities & Investment Banking,Trading/Operations,practice,デリバティブ トレーディング,unknown,draft
trd-ja-0010,デリバティブがわかる,可児滋; 雪上俊明,ja,2012,日経BP,,Securities & Investment Banking,Trading/Operations,practice,デリバティブ トレーディング,unknown,draft
trd-ja-0011,世界一カンタンde楽しい!デリバティブの教科書,亀谷保孝,ja,2011,秀和システム,4798030694,Securities & Investment Banking,Trading/Operations,practice,リスク管理 デリバティブ,unknown,draft
trd-ja-0012,先物・オプションレポート,,ja,2000,Unknown,,Securities & Investment Banking,Trading/Operations,practice,プライシング モデル,unknown,draft
trd-ja-0013,第 4 マーケット,Fouad Sabry,ja,2000,10億人の知識があります [Japanese],,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0014,ズボラ株投資 月10万円を稼ぐ「週１ラクすぎトレード」,草食系投資家LoK,ja,2000,KADOKAWA,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0015,キャリートレードの興隆 ──金融危機と株価暴落を引き起こす「犯人」が分かった！,ティム・リー; ジェイミー・リー; ケビン・コールディロン,ja,2000,Pan Rolling Inc,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0016,富裕層のためのヘッジファンド投資入門,髙岡壮一郎,ja,2000,ダイヤモンド社,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0017,FX取引の王道 外貨資産運用のセオリー,大西知生,ja,2000,日経BP,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0018,Rとトレード 確率と統計のガイドブック ──確率と統計のガイドブック,ハリー・ゲオルガコプロス,ja,2000,Pan Rolling Inc,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0019,トーキョーN◎VA THE AXLERATION サプリメント ビハインド・ザ・ダーク,鈴吹太郎／Ｆ．Ｅ．Ａ．Ｒ．,ja,2000,KADOKAWA,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
trd-ja-0020,デイトレード入門―短期売買の極意 第2版,廣重勝彦,ja,2000,日経BP,,Securities & Investment Banking,Trading/Operations,practice,,unknown,draft
drv-en-0001,Financial Risk Management and Derivative Instruments,Michael Dempsey,en,2021,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0002,Derivatives and Risk Management in Shipping,Manolis G. Kavussanos; Dimitris A. Tsouknidis; Ilias D. Visvikis,en,2021,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0003,Freight Derivatives and Risk Management in Shipping,Manolis G. Kavussanos; Dimitris A. Tsouknidis; Ilias D. Visvikis,en,2021,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0004,Derivatives Clearing and Risk Management,Zeyu Zheng,en,2018,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0005,RISK MANAGEMENT with DERIVATIVES and INSURANCE,Manohar Dansingani,en,2017,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0006,Credit Risk Management for Derivatives,Ivan Zelenko,en,2017,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0007,Risk Management Through Equity Derivatives,Shashibhushan Palve,en,2016,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0008,Risk Management of Financial Derivatives,Comptroller of Comptroller of the Currency Administrator of National Banks,en,2014,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0009,An introduction to derivatives and risk management,Don M. Chance,en,2013,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0010,"Managing fund flows, risks, and derivatives",Abdulkader S. Thomas,en,2012,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0011,"Derivatives, risk management & value",Mondher Bellalah,en,2010,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0012,DERIVATIVES AND RISK MANAGEMENT,Rajiv Srivastava,en,2010,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0013,Shipping Derivatives and Risk Management,A. Alizadeh; N. Nomikos,en,2009,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0014,Introduction to Derivatives and Risk Management,Don M. Chance; Roberts Brooks,en,2009,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0015,Derivatives and Risk Management Basics,"Don M. Chance,Robert Brooks",en,2008,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0016,Derivatives Handbook,Robert J. Schwartz; Clifford W. Smith Jr.,en,2008,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0017,Credit risk,,en,2008,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0018,Managing Risks with Derivatives,Karyl B. Leggio,en,2007,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0019,Credit derivative strategies,Rohan Douglas,en,2007,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0020,Global derivatives,Torben Juul Andersen,en,2006,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0021,Credit Derivatives,Geoff Chaplin,en,2005,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0022,An Introduction to Derivatives & Risk Management,,en,2004,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0023,Risk management & derivatives,René M Stulz,en,2003,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0024,Financial Derivatives,Robert W. Kolb; James A. Overdahl,en,2003,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-en-0025,A Practical Guide to Collateral Management in the OTC Derivatives Market,Lombard Risk Management,en,2003,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,derivatives risk management,unknown,draft
drv-ja-0001,図解　いちばん面白いデリバティブ入門（第３版）,永野　学,ja,2022,東洋経済新報社,9784492093313,Securities & Investment Banking,Derivatives & Risk,practice,クレジットデリバティブ,unknown,draft
drv-ja-0002,CDS & CDS OTA 15 Years General Knowledge Topic wise Solved Papers (2007 - 2021) 2nd Edition,Disha Experts,ja,2020,Disha Publications,9789390711949,Securities & Investment Banking,Derivatives & Risk,practice,CDS,unknown,draft
drv-ja-0003,実践デリバティブ ―Excelでデータ分析―,藤崎達哉,ja,2019,株式会社 オーム社,9784274223945,Securities & Investment Banking,Derivatives & Risk,practice,オプション プライシング,unknown,draft
drv-ja-0004,日本国債先物入門,久保田博幸,ja,2012,Pan Rolling Inc,9784775991152,Securities & Investment Banking,Derivatives & Risk,practice,先物オプション,unknown,draft
drv-ja-0005,日本人が知らなかったバイナリーオプション,仁科剛平,ja,2012,翔泳社,9784798129808,Securities & Investment Banking,Derivatives & Risk,practice,エキゾチックオプション,unknown,draft
drv-ja-0006,Conquer CDS OTA in 60 Days - Guide with Previous Year Questions and 100+ Hour Concept Videos 2nd Edition | General Knowledge & English,Disha Experts,ja,2000,Disha Publication,9789355648969,Securities & Investment Banking,Derivatives & Risk,practice,CDS,unknown,draft
drv-ja-0007,Binary60用語解説(バイナリーオプション),BOマニア,ja,2000,バイナリー解説,,Securities & Investment Banking,Derivatives & Risk,practice,エキゾチックオプション,unknown,draft
drv-ja-0008,日経225先物・オプションレポート,,ja,2000,Unknown,,Securities & Investment Banking,Derivatives & Risk,practice,エキゾチックオプション,unknown,draft
drv-ja-0009,ＢＣＧプライシング戦略,ジャン＝マヌエル・イザレ; アーナブ・シンハ,ja,2000,東洋経済新報社,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0010,新装版　カプランのオプション売買戦略　――優位性を味方につけ市場に勝つ方法,デビッド・Ｌ・カプラン,ja,2000,Pan Rolling Inc,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0011,デリバティブの基本　この１冊ですべてわかる,田渕直也,ja,2000,日本実業出版社,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0012,富裕層のためのヘッジファンド投資入門,髙岡壮一郎,ja,2000,ダイヤモンド社,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0013,商品先物取引法 平成29年度版（平成28年4月1日）,一般社団法人マルチバース,ja,2000,マルチバース,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0014,XVA,Andrew Green,ja,2000,John Wiley & Sons,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0015,入門　商品デリバティブ,宇佐美　洋; 小野里　光博,ja,2000,東洋経済新報社,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0016,為替デリバティブ取引のトリック,佐藤哲寛,ja,2000,PHP研究所,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0017,デリバティブがわかる,可児滋; 雪上俊明,ja,2000,日経BP,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
drv-ja-0018,ヘッジファンド投資ガイドブック,高橋誠; 浅岡泰史,ja,2000,東洋経済新報社,,Securities & Investment Banking,Derivatives & Risk,practice,,unknown,draft
